"year","state","ideology","total"
2021,"Illinois","Neo-Völkisch",1
2021,"Illinois","Racist Skinhead",1
2021,"Illinois","White Nationalist",3
2021,"Indiana","Anti-LGBTQ",1
2021,"Indiana","Antisemitism",1
2021,"Indiana","General Hate",3
2021,"Indiana","Ku Klux Klan",2
2021,"Indiana","Neo-Völkisch",2
2021,"Indiana","Radical Traditional Catholicism",1
2021,"Indiana","White Nationalist",4
2021,"Iowa","General Hate",1
2021,"Iowa","Neo-Nazi",1
2021,"Kansas","Anti-LGBTQ",1
2021,"Kansas","General Hate",2
2021,"Kansas","White Nationalist",1
2021,"Kentucky","Antisemitism",2
2021,"Kentucky","Christian Identity",1
2021,"Kentucky","General Hate",4
2021,"Kentucky","Neo-Nazi",1
2021,"Kentucky","White Nationalist",1
2021,"Louisiana","Anti-LGBTQ",3
2021,"Louisiana","Anti-Muslim",2
2021,"Louisiana","Antisemitism",3
2021,"Louisiana","General Hate",5
2021,"Louisiana","Neo-Confederate",1
2021,"Louisiana","White Nationalist",1
2021,"Maine","General Hate",1
2021,"Maine","Neo-Nazi",1
2021,"Maine","White Nationalist",2
2021,"Maryland","Anti-Immigrant",1
2021,"Maryland","Anti-Muslim",1
2021,"Maryland","Antisemitism",1
2021,"Maryland","General Hate",6
2021,"Maryland","Radical Traditional Catholicism",1
2021,"Maryland","White Nationalist",1
2021,"Massachusetts","Anti-LGBTQ",2
2021,"Massachusetts","Anti-Muslim",1
2021,"Massachusetts","Antisemitism",2
2021,"Massachusetts","General Hate",3
2021,"Massachusetts","Neo-Nazi",1
2021,"Massachusetts","Neo-Völkisch",1
2021,"Massachusetts","White Nationalist",4
2021,"Michigan","Anti-LGBTQ",1
2021,"Michigan","Anti-Muslim",1
2021,"Michigan","Antisemitism",2
2021,"Michigan","General Hate",8
2021,"Michigan","Neo-Nazi",3
2021,"Michigan","White Nationalist",3
2021,"Minnesota","General Hate",4
2021,"Minnesota","Neo-Nazi",1
2021,"Minnesota","Neo-Völkisch",2
2021,"Minnesota","Radical Traditional Catholicism",1
2021,"Minnesota","White Nationalist",1
2021,"Mississippi","Anti-LGBTQ",1
2021,"Mississippi","General Hate",4
2021,"Mississippi","Ku Klux Klan",1
2021,"Mississippi","Neo-Confederate",1
2021,"Mississippi","Neo-Nazi",1
2021,"Missouri","Anti-Muslim",1
2021,"Missouri","Antisemitism",1
2021,"Missouri","Christian Identity",1
2021,"Missouri","General Hate",10
2021,"Missouri","Neo-Nazi",1
2021,"Missouri","Neo-Völkisch",1
2021,"Missouri","White Nationalist",2
2021,"Montana","Anti-Muslim",1
2021,"Montana","General Hate",1
2021,"Montana","Racist Skinhead",1
2021,"Montana","White Nationalist",1
2021,"Nebraska","Anti-Muslim",1
2021,"Nebraska","Christian Identity",1
2021,"Nebraska","General Hate",2
2021,"Nebraska","Hate Music",1
2021,"Nebraska","Neo-Nazi",3
2021,"Nebraska","White Nationalist",1
2021,"Nevada","Anti-LGBTQ",1
2021,"Nevada","General Hate",5
2021,"Nevada","Neo-Nazi",1
2021,"Nevada","Neo-Völkisch",1
2021,"Nevada","White Nationalist",1
2021,"New Hampshire","Anti-Muslim",2
2021,"New Hampshire","General Hate",1
2021,"New Hampshire","Neo-Nazi",2
2021,"New Hampshire","Radical Traditional Catholicism",1
2021,"New Jersey","Antisemitism",3
2021,"New Jersey","General Hate",4
2021,"New Jersey","Neo-Nazi",1
2021,"New Jersey","Racist Skinhead",2
2021,"New Jersey","White Nationalist",2
2021,"New Mexico","General Hate",1
2021,"New York","Anti-LGBTQ",2
2021,"New York","Anti-Muslim",4
2021,"New York","Antisemitism",3
2021,"New York","General Hate",18
2021,"New York","Hate Music",1
2021,"New York","Neo-Völkisch",1
2021,"New York","Radical Traditional Catholicism",2
2021,"New York","White Nationalist",4
2021,"North Carolina","Anti-Immigrant",1
2021,"North Carolina","Antisemitism",4
2021,"North Carolina","General Hate",15
2021,"North Carolina","Ku Klux Klan",1
2021,"North Carolina","Neo-Confederate",3
2021,"North Carolina","Neo-Völkisch",1
2021,"North Carolina","Racist Skinhead",2
2021,"North Carolina","White Nationalist",1
2021,"North Dakota","Neo-Völkisch",2
2021,"Ohio","Anti-LGBTQ",4
2021,"Ohio","Anti-Muslim",1
2021,"Ohio","Antisemitism",1
2021,"Ohio","General Hate",8
2021,"Ohio","Hate Music",1
2021,"Ohio","Ku Klux Klan",1
2021,"Ohio","Neo-Nazi",1
2021,"Ohio","Neo-Völkisch",2
2021,"Ohio","White Nationalist",1
2021,"Oklahoma","Anti-LGBTQ",1
2021,"Oklahoma","Antisemitism",2
2021,"Oklahoma","General Hate",4
2021,"Oklahoma","Neo-Confederate",1
2021,"Oklahoma","White Nationalist",1
2021,"Oregon","Anti-Immigrant",1
2021,"Oregon","Anti-LGBTQ",1
2021,"Oregon","General Hate",4
2021,"Oregon","Neo-Nazi",1
2021,"Oregon","Neo-Völkisch",1
2021,"Oregon","White Nationalist",2
2021,"Pennsylvania","Anti-LGBTQ",1
2021,"Pennsylvania","Anti-Muslim",1
2021,"Pennsylvania","Antisemitism",3
2021,"Pennsylvania","General Hate",8
2021,"Pennsylvania","Hate Music",1
2021,"Pennsylvania","Ku Klux Klan",2
2021,"Pennsylvania","Neo-Nazi",4
2021,"Pennsylvania","Neo-Völkisch",1
2021,"Pennsylvania","Racist Skinhead",2
2021,"Pennsylvania","Radical Traditional Catholicism",1
2021,"Pennsylvania","White Nationalist",6
2021,"Rhode Island","General Hate",1
2021,"Rhode Island","Neo-Nazi",1
2021,"Rhode Island","White Nationalist",1
2021,"South Carolina","Anti-LGBTQ",1
2021,"South Carolina","Antisemitism",2
2021,"South Carolina","General Hate",5
2021,"South Carolina","Ku Klux Klan",1
2021,"South Carolina","Neo-Confederate",2
2021,"South Carolina","Neo-Völkisch",2
2021,"South Carolina","White Nationalist",4
2021,"South Dakota","General Hate",1
2021,"South Dakota","Neo-Nazi",1
2021,"South Dakota","White Nationalist",2
2021,"Tennessee","Anti-LGBTQ",2
2021,"Tennessee","Anti-Muslim",2
2021,"Tennessee","Antisemitism",1
2021,"Tennessee","Christian Identity",1
2021,"Tennessee","General Hate",9
2021,"Tennessee","Ku Klux Klan",4
2021,"Tennessee","Neo-Confederate",1
2021,"Tennessee","Neo-Nazi",4
2021,"Tennessee","Racist Skinhead",1
2021,"Tennessee","White Nationalist",3
2021,"Texas","Anti-Immigrant",2
2021,"Texas","Anti-LGBTQ",5
2021,"Texas","Anti-Muslim",4
2021,"Texas","Antisemitism",5
2021,"Texas","General Hate",22
2021,"Texas","Hate Music",1
2021,"Texas","Ku Klux Klan",2
2021,"Texas","Neo-Nazi",7
2021,"Texas","Neo-Völkisch",1
2021,"Texas","Radical Traditional Catholicism",1
2021,"Texas","White Nationalist",2
2021,"Utah","General Hate",1
2021,"Utah","White Nationalist",1
2021,"Vermont","Neo-Nazi",1
2021,"Vermont","White Nationalist",1
2021,"Virginia","Anti-Immigrant",1
2021,"Virginia","Anti-LGBTQ",1
2021,"Virginia","Antisemitism",2
2021,"Virginia","General Hate",5
2021,"Virginia","Hate Music",1
2021,"Virginia","Ku Klux Klan",1
2021,"Virginia","Male Supremacy",1
2021,"Virginia","Neo-Confederate",1
2021,"Virginia","Neo-Völkisch",2
2021,"Virginia","White Nationalist",5
2021,"Washington","Anti-Immigrant",1
2021,"Washington","Anti-LGBTQ",3
2021,"Washington","Anti-Muslim",3
2021,"Washington","General Hate",4
2021,"Washington","Neo-Nazi",3
2021,"Washington","Neo-Völkisch",1
2021,"Washington","Racist Skinhead",1
2021,"Washington","White Nationalist",3
2021,"West Virginia","Anti-LGBTQ",1
2021,"West Virginia","Neo-Confederate",1
2021,"West Virginia","Neo-Völkisch",1
2021,"West Virginia","White Nationalist",3
2021,"Wisconsin","Anti-LGBTQ",1
2021,"Wisconsin","Antisemitism",1
2021,"Wisconsin","General Hate",3
2021,"Wisconsin","Hate Music",1
2021,"Wisconsin","Neo-Nazi",1
2021,"Wisconsin","Neo-Völkisch",2
2021,"Wisconsin","Racist Skinhead",1
2021,"Wisconsin","White Nationalist",2
2021,"Wyoming","Anti-LGBTQ",1
2021,"Wyoming","White Nationalist",1
2022,"Alabama","Neo-Confederate",2
2022,"Alabama","Neo-Völkisch",1
2022,"Alabama","White Nationalist",2
2022,"Alabama",NA,8
2022,"Alaska","Neo-Völkisch",1
2022,"Alaska",NA,3
2022,"Arizona","Anti-Immigrant",2
2022,"Arizona","Anti-LGBTQ",5
2022,"Arizona","General Hate",2
2022,"Arizona","Hate Music",1
2022,"Arizona","Neo-Nazi",3
2022,"Arizona","Neo-Völkisch",1
2022,"Arizona","White Nationalist",4
2022,"Arizona",NA,21
2022,"Arkansas","Christian Identity",1
2022,"Arkansas","Ku Klux Klan",1
2022,"Arkansas","Neo-Confederate",1
2022,"Arkansas","Neo-Völkisch",1
2022,"Arkansas","White Nationalist",3
2022,"Arkansas",NA,9
2022,"California","Anti-Immigrant",1
2022,"California","Anti-LGBTQ",7
2022,"California","Anti-Muslim",8
2022,"California","Antisemitism",2
2022,"California","General Hate",15
2022,"California","Hate Music",2
2022,"California","Neo-Nazi",1
2022,"California","Neo-Völkisch",1
2022,"California","Racist Skinhead",2
2022,"California","Radical Traditional Catholicism",1
2022,"California","White Nationalist",6
2022,"California",NA,57
2022,"Colorado","Anti-Immigrant",1
2022,"Colorado","Anti-LGBTQ",4
2022,"Colorado","Christian Identity",1
2022,"Colorado","General Hate",1
2022,"Colorado","Neo-Nazi",4
2022,"Colorado","Neo-Völkisch",1
2022,"Colorado","White Nationalist",2
2022,"Colorado",NA,17
2022,"Connecticut","Anti-Muslim",1
2022,"Connecticut","General Hate",1
2022,"Connecticut","Neo-Nazi",1
2022,"Connecticut","White Nationalist",1
2022,"Connecticut",NA,7
2022,"Delaware","Anti-Muslim",1
2022,"Delaware","White Nationalist",1
2022,"Delaware",NA,5
2022,"District of Columbia","Anti-Immigrant",4
2022,"District of Columbia","Anti-LGBTQ",1
2022,"District of Columbia","Anti-Muslim",2
2022,"District of Columbia","General Hate",1
2022,"District of Columbia","White Nationalist",2
2022,"District of Columbia",NA,1
2022,"Florida","Anti-LGBTQ",6
2022,"Florida","Anti-Muslim",5
2022,"Florida","Christian Identity",1
2022,"Florida","General Hate",11
2022,"Florida","Neo-Confederate",1
2022,"Florida","Neo-Nazi",4
2022,"Florida","Neo-Völkisch",1
2022,"Florida","Racist Skinhead",3
2022,"Florida","White Nationalist",3
2022,"Florida",NA,54
2022,"Georgia","Anti-Immigrant",1
2022,"Georgia","Anti-LGBTQ",2
2022,"Georgia","Christian Identity",1
2022,"Georgia","General Hate",2
2022,"Georgia","Neo-Confederate",1
2022,"Georgia","Neo-Völkisch",1
2022,"Georgia","White Nationalist",3
2022,"Georgia",NA,13
2022,"Hawaii","General Hate",1
2022,"Hawaii","Neo-Nazi",1
2022,"Hawaii",NA,6
2022,"Idaho","Anti-LGBTQ",1
2022,"Idaho","Anti-Muslim",1
2022,"Idaho","Antisemitism",1
2022,"Idaho","General Hate",2
2022,"Idaho","Neo-Nazi",1
2022,"Idaho","Neo-Völkisch",1
2022,"Idaho","Racist Skinhead",1
2022,"Idaho","White Nationalist",1
2022,"Idaho",NA,12
2022,"Illinois","Anti-LGBTQ",4
2022,"Illinois","Anti-Muslim",1
2022,"Illinois","Antisemitism",1
2022,"Illinois","Christian Identity",1
2022,"Illinois","General Hate",4
2022,"Illinois","Hate Music",1
2022,"Illinois","Neo-Nazi",1
2022,"Illinois","Neo-Völkisch",1
2022,"Illinois","Racist Skinhead",1
2022,"Illinois","White Nationalist",3
2022,"Illinois",NA,17
2022,"Indiana","Anti-LGBTQ",2
2022,"Indiana","General Hate",2
2022,"Indiana","Ku Klux Klan",1
2022,"Indiana","Neo-Nazi",2
2022,"Indiana","Neo-Völkisch",2
2022,"Indiana","Radical Traditional Catholicism",1
2022,"Indiana","White Nationalist",3
2022,"Indiana",NA,16
2022,"Iowa","Neo-Nazi",1
2022,"Iowa","White Nationalist",1
2022,"Iowa",NA,10
2022,"Kansas","Anti-LGBTQ",1
2022,"Kansas","General Hate",1
2022,"Kansas","White Nationalist",1
2022,"Kansas",NA,3
2022,"Kentucky","Christian Identity",1
2022,"Kentucky","General Hate",2
2022,"Kentucky","Neo-Nazi",1
2022,"Kentucky","Neo-Völkisch",1
2022,"Kentucky","White Nationalist",1
2022,"Kentucky",NA,3
2022,"Louisiana","Anti-LGBTQ",1
2022,"Louisiana","Anti-Muslim",1
2022,"Louisiana","Neo-Confederate",1
2022,"Louisiana","White Nationalist",1
2022,"Louisiana",NA,3
2022,"Maine","General Hate",1
2022,"Maine","Neo-Nazi",1
2022,"Maine","Neo-Völkisch",1
2022,"Maine","White Nationalist",2
2022,"Maine",NA,4
2022,"Maryland","Anti-Muslim",1
2022,"Maryland","Antisemitism",1
2022,"Maryland","General Hate",4
2022,"Maryland","Ku Klux Klan",1
2022,"Maryland","Neo-Confederate",1
2022,"Maryland","Radical Traditional Catholicism",1
2022,"Maryland","White Nationalist",1
2022,"Maryland",NA,15
2022,"Massachusetts","Anti-LGBTQ",2
2022,"Massachusetts","General Hate",1
2022,"Massachusetts","Neo-Nazi",1
2022,"Massachusetts","White Nationalist",1
2022,"Massachusetts",NA,6
2022,"Michigan","Anti-LGBTQ",1
2022,"Michigan","Anti-Muslim",1
2022,"Michigan","General Hate",2
2022,"Michigan","Neo-Nazi",3
2022,"Michigan","White Nationalist",3
2022,"Michigan",NA,19
2022,"Minnesota","General Hate",2
2022,"Minnesota","Neo-Nazi",1
2022,"Minnesota","Neo-Völkisch",2
2022,"Minnesota","Radical Traditional Catholicism",1
2022,"Minnesota","White Nationalist",2
2022,"Minnesota",NA,11
2022,"Mississippi","Anti-LGBTQ",1
2022,"Mississippi","Neo-Nazi",1
2022,"Mississippi","White Nationalist",1
2022,"Mississippi",NA,4
2022,"Missouri","Anti-Muslim",1
2022,"Missouri","Christian Identity",1
2022,"Missouri","General Hate",4
2022,"Missouri","Neo-Nazi",1
2022,"Missouri","Neo-Völkisch",1
2022,"Missouri","White Nationalist",2
2022,"Missouri",NA,12
2022,"Montana","Anti-Muslim",1
2022,"Montana","General Hate",1
2022,"Montana","Neo-Nazi",2
2022,"Montana","White Nationalist",2
2022,"Montana",NA,6
2022,"Nebraska","Anti-Muslim",1
2022,"Nebraska","Christian Identity",1
2022,"Nebraska","General Hate",1
2022,"Nebraska","Hate Music",1
2022,"Nebraska","Neo-Nazi",3
2022,"Nebraska","White Nationalist",1
2022,"Nebraska",NA,4
2022,"Nevada","Anti-LGBTQ",1
2022,"Nevada","General Hate",2
2022,"Nevada","Neo-Nazi",1
2022,"Nevada","Neo-Völkisch",1
2022,"Nevada","White Nationalist",1
2022,"Nevada",NA,6
2022,"New Hampshire","Anti-Muslim",1
2022,"New Hampshire","General Hate",1
2022,"New Hampshire","Neo-Nazi",2
2022,"New Hampshire","Radical Traditional Catholicism",1
2022,"New Hampshire","White Nationalist",2
2022,"New Hampshire",NA,8
2022,"New Jersey","Anti-Immigrant",1
2022,"New Jersey","General Hate",1
2022,"New Jersey","Neo-Nazi",1
2022,"New Jersey","Racist Skinhead",1
2022,"New Jersey","White Nationalist",2
2022,"New Jersey",NA,16
2022,"New Mexico","White Nationalist",1
2022,"New Mexico",NA,4
2022,"New York","Anti-LGBTQ",2
2022,"New York","Anti-Muslim",4
2022,"New York","Antisemitism",1
2022,"New York","General Hate",12
2022,"New York","Hate Music",1
2022,"New York","Neo-Nazi",1
2022,"New York","Neo-Völkisch",1
2022,"New York","Radical Traditional Catholicism",2
2022,"New York","White Nationalist",4
2022,"New York",NA,25
2022,"North Carolina","Anti-Immigrant",2
2022,"North Carolina","General Hate",5
2022,"North Carolina","Ku Klux Klan",1
2022,"North Carolina","Neo-Confederate",3
2022,"North Carolina","Neo-Nazi",1
2022,"North Carolina","Neo-Völkisch",1
2022,"North Carolina","Racist Skinhead",1
2022,"North Carolina","White Nationalist",2
2022,"North Carolina",NA,27
2022,"North Dakota","General Hate",1
2022,"North Dakota","Neo-Nazi",1
2022,"North Dakota","Neo-Völkisch",2
2022,"North Dakota","White Nationalist",1
2022,"North Dakota",NA,3
2022,"Ohio","Anti-LGBTQ",4
2022,"Ohio","Anti-Muslim",1
2022,"Ohio","Christian Identity",1
2022,"Ohio","General Hate",4
2022,"Ohio","Hate Music",1
2022,"Ohio","Ku Klux Klan",1
2022,"Ohio","Neo-Nazi",3
2022,"Ohio","Neo-Völkisch",2
2022,"Ohio","White Nationalist",3
2022,"Ohio",NA,35
2022,"Oklahoma","Anti-LGBTQ",1
2022,"Oklahoma","General Hate",1
2022,"Oklahoma","Neo-Völkisch",1
2022,"Oklahoma","White Nationalist",1
2022,"Oklahoma",NA,9
2022,"Oregon","Anti-Immigrant",1
2022,"Oregon","Anti-LGBTQ",1
2022,"Oregon","General Hate",4
2022,"Oregon","Neo-Völkisch",1
2022,"Oregon","White Nationalist",3
2022,"Oregon",NA,14
2022,"Pennsylvania","Anti-LGBTQ",1
2022,"Pennsylvania","Antisemitism",1
2022,"Pennsylvania","General Hate",2
2022,"Pennsylvania","Hate Music",1
2022,"Pennsylvania","Ku Klux Klan",2
2022,"Pennsylvania","Neo-Nazi",3
2022,"Pennsylvania","Neo-Völkisch",1
2022,"Pennsylvania","Racist Skinhead",2
2022,"Pennsylvania","Radical Traditional Catholicism",1
2022,"Pennsylvania","White Nationalist",7
2022,"Pennsylvania",NA,51
2022,"Rhode Island","General Hate",1
2022,"Rhode Island","Neo-Nazi",1
2022,"Rhode Island","White Nationalist",1
2022,"Rhode Island",NA,4
2022,"South Carolina","Anti-LGBTQ",1
2022,"South Carolina","Antisemitism",1
2022,"South Carolina","General Hate",2
2022,"South Carolina","Neo-Confederate",1
2022,"South Carolina","Neo-Völkisch",2
2022,"South Carolina","White Nationalist",5
2022,"South Carolina",NA,18
2022,"South Dakota","General Hate",1
2022,"South Dakota","Neo-Nazi",1
2022,"South Dakota","White Nationalist",2
2022,"South Dakota",NA,4
2022,"Tennessee","Anti-LGBTQ",2
2022,"Tennessee","Anti-Muslim",2
2022,"Tennessee","Christian Identity",1
2022,"Tennessee","General Hate",3
2022,"Tennessee","Ku Klux Klan",3
2022,"Tennessee","Neo-Confederate",1
2022,"Tennessee","Neo-Nazi",3
2022,"Tennessee","Neo-Völkisch",1
2022,"Tennessee","Racist Skinhead",1
2022,"Tennessee","White Nationalist",4
2022,"Tennessee",NA,12
2022,"Texas","Anti-Immigrant",2
2022,"Texas","Anti-LGBTQ",5
2022,"Texas","Anti-Muslim",4
2022,"Texas","Antisemitism",1
2022,"Texas","General Hate",10
2022,"Texas","Hate Music",1
2022,"Texas","Neo-Confederate",1
2022,"Texas","Neo-Nazi",4
2022,"Texas","Neo-Völkisch",1
2022,"Texas","Radical Traditional Catholicism",1
2022,"Texas","White Nationalist",3
2022,"Texas",NA,39
2022,"Utah","General Hate",1
2022,"Utah","White Nationalist",1
2022,"Utah",NA,16
2022,"Vermont","White Nationalist",1
2022,"Vermont",NA,2
2022,"Virginia","Anti-Immigrant",1
2022,"Virginia","Anti-LGBTQ",1
2022,"Virginia","General Hate",3
2022,"Virginia","Ku Klux Klan",1
2022,"Virginia","Male Supremacy",1
2022,"Virginia","Neo-Confederate",1
2022,"Virginia","Neo-Völkisch",2
2022,"Virginia","White Nationalist",5
2022,"Virginia",NA,28
2022,"Washington","Anti-Immigrant",1
2022,"Washington","Anti-LGBTQ",3
2022,"Washington","Anti-Muslim",2
2022,"Washington","General Hate",3
2022,"Washington","Neo-Nazi",3
2022,"Washington","Neo-Völkisch",1
2022,"Washington","Racist Skinhead",1
2022,"Washington","White Nationalist",2
2022,"Washington",NA,13
2022,"West Virginia","Anti-LGBTQ",1
2022,"West Virginia","General Hate",1
2022,"West Virginia","Neo-Völkisch",1
2022,"West Virginia","White Nationalist",3
2022,"West Virginia",NA,3
2022,"Wisconsin","Anti-LGBTQ",1
2022,"Wisconsin","General Hate",1
2022,"Wisconsin","Hate Music",1
2022,"Wisconsin","Neo-Nazi",2
2022,"Wisconsin","Neo-Völkisch",2
2022,"Wisconsin","White Nationalist",1
2022,"Wisconsin",NA,13
2022,"Wyoming","Anti-LGBTQ",1
2022,"Wyoming","General Hate",1
2022,"Wyoming","White Nationalist",1
2022,"Wyoming",NA,6
2023,"Alabama","Antigovernment General",6
2023,"Alabama","Conspiracy Propagandists",2
2023,"Alabama","Ku Klux Klan",1
2023,"Alabama","Male Supremacy",1
2023,"Alabama","Militia Movement",1
2023,"Alabama","Neo-Confederate",2
2023,"Alabama","Neo-Völkisch",1
2023,"Alabama","Sovereign Citizens Movement",3
2023,"Alabama","White Nationalist",3
2023,"Alaska","Antigovernment General",3
2023,"Alaska","Neo-Völkisch",1
2023,"Alaska","Sovereign Citizens Movement",1
2023,"Arizona","Anti-LGBTQ",5
2023,"Arizona","Antigovernment General",9
2023,"Arizona","Conspiracy Propagandists",3
2023,"Arizona","Constitutional Sheriffs",2
2023,"Arizona","General Hate",4
2023,"Arizona","Male Supremacy",1
2023,"Arizona","Militia Movement",5
2023,"Arizona","Neo-Nazi",2
2023,"Arizona","Neo-Völkisch",2
2023,"Arizona","Sovereign Citizens Movement",1
2023,"Arizona","White Nationalist",5
2023,"Arkansas","Antigovernment General",9
2023,"Arkansas","Christian Identity",1
2023,"Arkansas","Ku Klux Klan",1
2023,"Arkansas","Neo-Völkisch",1
2023,"Arkansas","White Nationalist",3
2023,"California","Anti-Immigrant",1
2023,"California","Anti-LGBTQ",9
2023,"California","Anti-Muslim",6
2023,"California","Antigovernment General",46
2023,"California","Antisemitism",3
2023,"California","Conspiracy Propagandists",3
2023,"California","General Hate",13
2023,"California","Hate Music",3
2023,"California","Male Supremacy",1
2023,"California","Militia Movement",2
2023,"California","Neo-Völkisch",2
2023,"California","Racist Skinhead",2
2023,"California","Radical Traditional Catholicism",1
2023,"California","Sovereign Citizens Movement",15
2023,"California","White Nationalist",10
2023,"Colorado","Anti-Immigrant",1
2023,"Colorado","Anti-LGBTQ",4
2023,"Colorado","Antigovernment General",10
2023,"Colorado","Christian Identity",1
2023,"Colorado","Conspiracy Propagandists",2
2023,"Colorado","General Hate",2
2023,"Colorado","Militia Movement",1
2023,"Colorado","Neo-Nazi",1
2023,"Colorado","Neo-Völkisch",1
2023,"Colorado","Sovereign Citizens Movement",4
2023,"Colorado","White Nationalist",3
2023,"Connecticut","Anti-Muslim",1
2023,"Connecticut","Antigovernment General",7
2023,"Connecticut","Conspiracy Propagandists",2
2023,"Connecticut","Neo-Nazi",1
2023,"Connecticut","Sovereign Citizens Movement",1
